Location,Details,Space,Bedrooms,Bathrooms,Description,Price
مصر الجديدة,شقه تصلح تمويل عقاري بمصر الجديده 289 متر 3غرف غرفه منهم ماستر بحمام و2غرفه سفره و2 حمام وريسبشن4قطع,289,5,3,٥ غرف نوم | ٣ حمّامات ,5000000
المقطم,شقه للبيع في مدينه عباد الرحمن خلف نادي الصيد القطاميه,105,3,1,٣ غرف نوم | حمّام ,0
الزيتون,شقه للبيع و حصه بالارض وحصه بالسطح للبيع,100,3,1,٣ غرف نوم | حمّام ,950000
حلوان,شقه 140 م للبيع كورنيش حدايق حلوان,140,3,1,٣ غرف نوم | حمّام ,500000
العبور,دوبلكس تحفه للبيع 275 متر بالحي التاسع بمدينه العبور,275,4,3,٤ غرف نوم | ٣ حمّامات ,3000000
التجمع الخامس,أمتلك شقتك او فيلتك بالتقسيط المريح على 7 سنوات بقسط يبدا من 19900,140,3,3,٣ غرف نوم | ٣ حمّامات ,200000
القطامية,استلم شقتك فوري وقسط على 5 سنين  10 الاف شهريا أمتلك شقتك بالقطاميه بقسط 10 الف شهريا وتسليم فوري نص,180,3,3,٣ غرف نوم | ٣ حمّامات ,0
التجمع الخامس,النرجس الجديدة موقع مش هيتكرر مشروع جديد بادر بحجز شقتك,175,3,3,٣ غرف نوم | ٣ حمّامات ,4062000
شيراتون,شقة 100 صافي,100,2,1,٢ غرفتا نوم | حمّام ,1450000
المرج,شقة للبيع متشطبة,70,2,1,٢ غرفتا نوم | حمّام ,280000
مصر الجديدة,شقة للبيع.,300,1,3,أكثر من 6 غرف | ٣ حمّامات ,0
المطرية,شقة بالمطرية للبيع,80,2,1,٢ غرفتا نوم | حمّام ,285000
أخرى,فرصة لا تعوض شقة للبيع,160,3,2,٣ غرف نوم | حمّامين ,970000
مدينة السلام,شقه في كمبوند الفردوس 165م 3 غرف 2 حمام,550,3,2,٣ غرف نوم | حمّامين ,650000
النزهة,شقه غرفتين النزهه الجديده,100,2,1,٢ غرفتا نوم | حمّام ,220000
أخرى,شقه للبيع التواصل للجادين,160,3,2,٣ غرف نوم | حمّامين ,0
مدينة نصر,شقة اداري للإيجار,1,3,2,٣ غرف نوم | حمّامين ,35000
عزبة النخل,عزبة النخل الغربية,95,2,1,٢ غرفتا نوم | حمّام ,550000
المعادي,"كمباوند على الدائري مباشره 
استلام فوري 
بمقدم 20٪؜ و اقساط تصل ل 6 سنين",95,2,1,٢ غرفتا نوم | حمّام ,1500000
النزهة,شقه 150م للبيع / واجهه النزهه الجديده / عماره حديثه,150,3,1,٣ غرف نوم | حمّام ,2000000
المستقبل,امتلك شقة فى أوديسا المستقبل سيتى من أرقى مطور عقارى الاهلى صبور,208,3,3,٣ غرف نوم | ٣ حمّامات ,665000
مدينة نصر,شقه للبيع تصلح لاي نشاط تجاري بحسن المأمون بمدينه نصر,60,2,1,٢ غرفتا نوم | حمّام ,750000
التجمع الخامس,شقة بأقل مقدم مليون 139م فى أرقى كمبوند بيتا جرينز المستقبل سيتى.,139,2,2,٢ غرفتا نوم | حمّامين ,1303000
المستقبل,"دوبلكس بسعر الشقة , بسعر مميز جدا فى أرقى كمبوند فى المستقبل سيتى مونارك.",265,4,5,٤ غرف نوم | ٥ حمّامات ,5379000
اكتوبر الجديدة,شقة للبيع فالتوسعات الشمالية,165,3,1,٣ غرف نوم | حمّام ,1400000
القاهرة الجديدة,شقه استلام فوري ارخص من سعر 3 مليون جنيه في ارقي كمبوند بجوار مدينتي,280,3,3,٣ غرف نوم | ٣ حمّامات ,2000000
العاصمة الإدارية الجديدة,شقة للبيع 230 م في العاصمة الادارية بسعر مميز جدا واطول فترة سداد for sale in new capital,230,4,3,٤ غرف نوم | ٣ حمّامات ,3600000
زهراء المعادي,"مقر اداري  رسمي  للايجار بجوار جراند سيتي 


يصلح لجميع الانشطه شركه  ,  بيوتي سنتر ، حضانه ،",135,3,2,٣ غرف نوم | حمّامين ,20000
النزهة,للبيع شقه بالنزهه الجديده 145 م ناصيه واجهه بحري,145,3,2,٣ غرف نوم | حمّامين ,280000
مدينة بدر,شقه دور اول,170,3,2,٣ غرف نوم | حمّامين ,1000000
زهراء المعادي,"شقه للبيع في كمبوند البارون سيتي  

مساحه 162م
تتكون من 3 غرف ,3 حمامات",162,3,3,٣ غرف نوم | ٣ حمّامات ,2800000
المرج,شقه للبيع ببرج مرخص شارع البترول الرئيسى بالمرج,140,3,1,٣ غرف نوم | حمّام ,750000
التجمع الخامس,K-شقه متشطبه بالتكيفات للبيع في التجمع الخامس,178,3,2,٣ غرف نوم | حمّامين ,1208000
القطامية,بيع شقة لظرف خاصة,90,2,1,٢ غرفتا نوم | حمّام ,700000
زهراء المعادي,عاين قبل ما تشتري وقسط علي 54 شهر بزهراء المعادي,132,3,2,٣ غرف نوم | حمّامين ,1820000
التجمع الخامس,للبيع شقة ارضي بجاردن استلام فوري متشطبة في التجمع الخامس,165,3,2,٣ غرف نوم | حمّامين ,2700000
المطرية,#فرصة للاستثمار العقاري علي شارع عزت باشا الرئيسي,150,4,2,٤ غرف نوم | حمّامين ,500000
المعادي,شقة للبيع بموقع متميز  بالمعادى,500,3,3,٣ غرف نوم | ٣ حمّامات ,0
شيراتون,اخر شقة للبيع في كمباوند متكامل في شيراتون 150 م for sale in sheraton,150,3,2,٣ غرف نوم | حمّامين ,3884880
المعادي,"للبيع شقه 129متر
غرفتين وصاله كبير و 2 حمام
دور ثالث
بدون اسانسير بكمبوند امتداد الامل عمارات الشرطة",120,2,2,٢ غرفتا نوم | حمّامين ,1250000
مدينة بدر,شقه للبيع في ارقي كمبوند في حي المتميز امام العاصمه الاداريه,185,3,2,٣ غرف نوم | حمّامين ,1000000
التجمع الأول,استلم شقتك فوري في القطاميه بقسط 10 الاف شهريا,200,4,2,٤ غرف نوم | حمّامين ,10000
التجمع الخامس,أقل سعر شقة فى التجمع,98,3,1,٣ غرف نوم | حمّام ,22000
مدينه الحرفيين,شقه للبيع بالقرب من مترو الهايكستب,155,3,2,٣ غرف نوم | حمّامين ,400
مدينة الرحاب,شقة 105م للبيع في الرحاب ثلاث غرف واثنين حمام,105,3,2,٣ غرف نوم | حمّامين ,2900000
أخرى,شقتين مفتوحين علي بعض مساحتهم 290 متر شارع الخمسين الرئيسي تشطيب اللترا سوبر لوكس,290,4,2,٤ غرف نوم | حمّامين ,1400000
حدائق القبة,شارع محطه القبه كوبرى القبه بن محطه متر وحمامات القبه وكوبرى القبه تطل بالكامل علي قصر القبه,270,3,2,٣ غرف نوم | حمّامين ,2500000
مصر الجديدة,شقه للبيع بارقى احياء مصر الجديدة أرض الجولف,205,3,2,٣ غرف نوم | حمّامين ,3300000
اكتوبر الجديدة,شقة للبيع بمكان راقي بحدائق اكتوبر,135,3,2,٣ غرف نوم | حمّامين ,1400000
أخرى,مدينة الرحاب القاهره الجديده,155,3,3,٣ غرف نوم | ٣ حمّامات ,5500000
مدينة الشروق,الشروق 2 المجاورة الثانيه المنطقه الخامسه,450,1,5,أكثر من 6 غرف | ٥ حمّامات ,2250000
العباسية,للبيع ستة شقق مفتوحه علي  بعض نفس مساحة العمارة 1300متر مطلوب 11مليون تقبل التفاوض,1300,4,1,٤ غرف نوم | أكثر من 6 حمامات ,0
عين شمس,ا/على محمود زكي,111,3,1,٣ غرف نوم | حمّام ,500000
دار السلام,شقتين مفتوحين علي بعض لقطه,150,3,1,٣ غرف نوم | حمّام ,500000
مدينة نصر,المنطقه الثامنه متفرعه من شارع النادي الأهلي الرئيسي,260,4,2,٤ غرف نوم | حمّامين ,2700000
النزهة,"شقه 

شقق للبيع",125,3,1,٣ غرف نوم | حمّام ,650000
القطامية,شقة للبيع مستقبل 2 علي شارع رائيسي,64,2,1,٢ غرفتا نوم | حمّام ,600000
زهراء المعادي,شقة 3 غرف كمبوند زهراء المعادي مقدم 300 الف,120,3,2,٣ غرف نوم | حمّامين ,1900000
أخرى,شقة لقطة متشطبة بالقرب من جسر السويس شارع امام بنك مصر,120,3,1,٣ غرف نوم | حمّام ,1050000
القاهرة الجديدة,شقة 300 متر صافي,300,3,2,٣ غرف نوم | حمّامين ,4100000
جاردنيا سيتى,شقة فندقية مودرن,205,3,3,٣ غرف نوم | ٣ حمّامات ,2600000
حدائق القبة,شقة تمليك للبيع,90,2,1,٢ غرفتا نوم | حمّام ,675
أخرى,شقه للبيع والسعر خاص لسرعه البيع,80,2,1,٢ غرفتا نوم | حمّام ,0
التجمع الخامس,مدينة نصر الحي السابع,145,3,2,٣ غرف نوم | حمّامين ,2650000
العباسية,شقه مميزه في احمدسعيد,200,3,2,٣ غرف نوم | حمّامين ,3000750
المقطم,شقة للبيع في المقطم,330,4,2,٤ غرف نوم | حمّامين ,5800000
التجمع الأول,شقة للبيع بالتجمع الأول بأرقى المناطق,200,5,3,٥ غرف نوم | ٣ حمّامات ,2800000
العباسية,شقه للبيع في العباسيه,170,3,2,٣ غرف نوم | حمّامين ,1950000
منشيه البكري,بيع عقار بالقاهره,200,4,2,٤ غرف نوم | حمّامين ,700000
المعادي,شقه 123م علي كورنيش النيل تشطيب فندقي بالكامل للبيع في نايل بيرل Nile Pearl,261,3,4,٣ غرف نوم | ٤ حمّامات ,12199000
مدينة نصر,شقه للبيع من المالك مباشره مدينه نصر امتداد رمسيس 2 شارع ممدوح سالم,120,2,1,٢ غرفتا نوم | حمّام ,1250000
القاهرة الجديدة,شقة فوري 3 غرف للبيع بلاڤيستا الباتيو الشروق بالتقسيط,165,3,2,٣ غرف نوم | حمّامين ,2250000
زهراء المعادي,شقة للبيع بالمعادى ( كريستال بلازا معمار المرشدى ),1190,3,3,٣ غرف نوم | ٣ حمّامات ,0
المطرية,شقه سوبر سوبر لوكس للبيع,110,3,1,٣ غرف نوم | حمّام ,700000
المعادي,شقه 150م بحري بعرب المعادي شارع الاربعين أمام الشهر العقاري,150,3,1,٣ غرف نوم | حمّام ,550000
العاشر من رمضان,شقه للبيع سوبر لوكس بارقي المجاورات 24 الدور الرابع علوي بها عداد كهرباء وغاز ومياه ونت,143,3,1,٣ غرف نوم | حمّام ,1550000
عين شمس,شقه للبيع ب 200 ألف جنيه,120,2,1,٢ غرفتا نوم | حمّام ,200000
التجمع الخامس,شقة ارضى بحديقة بيت الوطن التجمع الخامس,129,2,2,٢ غرفتا نوم | حمّامين ,1980000
عين شمس,شقه للبيع مساحه 135 متر مكونه من ثلاث غرف وريسبشن قطعتين وحمام ومطبخ ويوجد بها عدد كهرباء,135,3,1,٣ غرف نوم | حمّام ,850000
مدينة نصر,كمبوند مستشاري الدولة بالواحة,123,2,2,٢ غرفتا نوم | حمّامين ,900000
التجمع الخامس,الحى الثامن بيت الوطن التجمع الخامس,208,3,3,٣ غرف نوم | ٣ حمّامات ,3314880
البساتين,مشروع سكني المهندسين,246,3,2,٣ غرف نوم | حمّامين ,7380000
مدينة بدر,شقه للبيع في مدينه بدر الحي التاني,81,2,1,٢ غرفتا نوم | حمّام ,0
المعادي,شقة للبيع بالمعادى ( كريستال بلازا معمار المرشدى ),190,3,3,٣ غرف نوم | ٣ حمّامات ,2185000
المقطم,شقة للبيع موقع مميز جدا بالقرب من شارع 9 وميدان النافورة المقطم,280,3,3,٣ غرف نوم | ٣ حمّامات ,4500000
زهراء المعادي,شقه 330م للبيع / الترا لوكس / واجهه / زهراء المعادى قرب كارفور,330,4,3,٤ غرف نوم | ٣ حمّامات ,5000000
